stage,stage_date,stage_start,stage_finish,stage_rank,gc_rank,gc_gap,rider_name,team_name,bonus_sec,gap_time,stage_time,did_finish
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),35,134,+5:18:13,Flynn Sean,Team Picnic PostNL,,00:05:08,03:12:38,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),36,117,+4:53:18,García Cortina Iván,Movistar Team,,00:05:08,03:12:38,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),37,58,+3:14:57,Thomas Geraint,INEOS Grenadiers,,00:05:08,03:12:38,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),38,60,+3:23:14,Gachignard Thomas,Team TotalEnergies,,00:05:08,03:12:38,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),39,55,+3:12:28,Delettre Alexandre,Team TotalEnergies,,00:05:08,03:12:38,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),40,91,+3:58:25,Asgreen Kasper,EF Education - EasyPost,,00:05:08,03:12:38,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),41,146,+5:35:35,Milan Jonathan,Lidl - Trek,,00:05:08,03:12:38,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),42,109,+4:40:30,Swift Connor,INEOS Grenadiers,,00:05:08,03:12:38,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),43,21,+1:39:46,Madouas Valentin,Groupama - FDJ,,00:05:08,03:12:38,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),44,16,+1:18:07,Martin Guillaume,Groupama - FDJ,,00:05:08,03:12:38,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),45,152,+5:40:08,Mezgec Luka,Team Jayco AlUla,,00:05:08,03:12:38,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),46,150,+5:38:24,Groenewegen Dylan,Team Jayco AlUla,,00:05:08,03:12:38,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),47,123,+5:03:30,Stannard Robert,Bahrain - Victorious,,00:05:08,03:12:38,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),48,69,+3:35:02,Izagirre Ion,Cofidis,,00:05:08,03:12:38,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),49,43,+2:52:39,Venturini Clément,Arkéa - B&B Hotels,,00:05:08,03:12:38,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),50,23,+1:48:09,Barguil Warren,Team Picnic PostNL,,00:05:14,03:12:44,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),51,158,+5:48:25,Meeus Jordi,Red Bull - BORA - hansgrohe,,00:05:14,03:12:44,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),52,3,+11:00,Lipowitz Florian,Red Bull - BORA - hansgrohe,,00:05:14,03:12:44,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),53,153,+5:40:35,Démare Arnaud,Arkéa - B&B Hotels,,00:05:56,03:13:26,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),54,70,+3:35:15,Foss Tobias,INEOS Grenadiers,,00:06:36,03:14:06,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),55,97,+4:09:24,Haller Marco,Tudor Pro Cycling Team,,00:07:26,03:14:56,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),56,83,+3:53:18,Mayrhofer Marius,Tudor Pro Cycling Team,,00:07:26,03:14:56,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),57,11,+34:34,O'Connor Ben,Team Jayco AlUla,,00:07:26,03:14:56,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),58,12,+52:41,Arensman Thymen,INEOS Grenadiers,,00:07:26,03:14:56,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),59,48,+2:59:04,Blackmore Joseph,Israel - Premier Tech,,00:07:26,03:14:56,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),60,74,+3:41:03,Oliveira Nelson,Movistar Team,,00:07:26,03:14:56,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),61,10,+32:42,Jegat Jordan,Team TotalEnergies,,00:07:26,03:14:56,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),62,79,+3:49:05,Martinez Lenny,Bahrain - Victorious,,00:07:26,03:14:56,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),63,73,+3:39:28,Naesen Oliver,Decathlon AG2R La Mondiale Team,,00:07:26,03:14:56,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),64,139,+5:26:41,Fredheim Stian,Uno-X Mobility,,00:07:26,03:14:56,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),65,147,+5:36:47,Van Lerberghe Bert,Soudal Quick-Step,,00:07:26,03:14:56,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),66,22,+1:43:46,Meurisse Xandro,Alpecin - Deceuninck,,00:07:26,03:14:56,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),67,145,+5:34:56,Renard Alexis,Cofidis,,00:07:26,03:14:56,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),68,34,+2:25:58,Grégoire Romain,Groupama - FDJ,,00:07:26,03:14:56,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),69,61,+3:25:28,Le Berre Mathis,Arkéa - B&B Hotels,,00:07:26,03:14:56,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),70,17,+1:20:24,Kuss Sepp,Team Visma | Lease a Bike,,00:07:26,03:14:56,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),71,89,+3:54:44,Pithie Laurence,Red Bull - BORA - hansgrohe,,00:07:26,03:14:56,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),72,113,+4:46:50,van Dijke Mick,Red Bull - BORA - hansgrohe,,00:07:26,03:14:56,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),73,94,+4:01:48,Touzé Damien,Cofidis,,00:07:26,03:14:56,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),74,2,+4:24,Vingegaard Jonas,Team Visma | Lease a Bike,,00:07:26,03:14:56,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),75,32,+2:23:14,Van Wilder Ilan,Soudal Quick-Step,,00:07:26,03:14:56,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),76,84,+3:53:19,Van Moer Brent,Lotto,,00:07:26,03:14:56,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),77,68,+3:35:01,Schachmann Maximilian,Soudal Quick-Step,,00:07:26,03:14:56,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),78,39,+2:45:44,van den Broek Frank,Team Picnic PostNL,,00:07:26,03:14:56,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),79,4,+12:12,Onley Oscar,Team Picnic PostNL,,00:07:26,03:14:56,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),80,102,+4:20:07,Barta Will,Movistar Team,,00:07:26,03:14:56,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),81,54,+3:10:19,Benoot Tiesj,Team Visma | Lease a Bike,,00:07:26,03:14:56,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),82,151,+5:39:29,Bauhaus Phil,Bahrain - Victorious,,00:07:26,03:14:56,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),83,78,+3:48:37,Hirschi Marc,Tudor Pro Cycling Team,,00:07:26,03:14:56,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),84,64,+3:26:29,Hoelgaard Markus,Uno-X Mobility,,00:07:26,03:14:56,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),85,24,+1:48:41,Yates Adam,UAE Team Emirates - XRG,,00:07:26,03:14:56,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),86,128,+5:11:07,Rutsch Jonas,Intermarché - Wanty,,00:07:26,03:14:56,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),87,76,+3:46:02,Johannessen Anders Halland,Uno-X Mobility,,00:07:26,03:14:56,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),88,6,+20:14,Johannessen Tobias Halland,Uno-X Mobility,,00:07:26,03:14:56,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),89,114,+4:48:20,Albanese Vincenzo,EF Education - EasyPost,,00:07:34,03:15:04,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),90,103,+4:22:29,Vermeersch Gianni,Alpecin - Deceuninck,,00:08:04,03:15:34,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),91,125,+5:09:57,Ackermann Pascal,Israel - Premier Tech,,00:08:47,03:16:17,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),92,112,+4:46:23,Märkl Niklas,Team Picnic PostNL,,00:08:47,03:16:17,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),93,37,+2:38:24,Wellens Tim,UAE Team Emirates - XRG,,00:10:10,03:17:40,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),94,75,+3:44:45,Politt Nils,UAE Team Emirates - XRG,,00:10:10,03:17:40,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),95,38,+2:41:31,Velasco Simone,XDS Astana Team,,00:10:10,03:17:40,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),96,115,+4:50:14,Watson Samuel,INEOS Grenadiers,,00:10:54,03:18:24,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),97,65,+3:28:01,Verstrynge Emiel,Alpecin - Deceuninck,,00:10:54,03:18:24,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),98,8,+25:30,Roglič Primož,Red Bull - BORA - hansgrohe,,00:11:13,03:18:43,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),99,119,+4:56:31,Dainese Alberto,Tudor Pro Cycling Team,,00:11:23,03:18:53,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),100,118,+4:54:53,Affini Edoardo,Team Visma | Lease a Bike,,00:11:23,03:18:53,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),101,144,+5:33:48,Grignard Sébastien,Lotto,,00:11:23,03:18:53,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),102,120,+5:00:03,Naberman Tim,Team Picnic PostNL,,00:11:23,03:18:53,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),103,36,+2:32:50,Berthet Clément,Decathlon AG2R La Mondiale Team,,00:11:23,03:18:53,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),104,87,+3:54:19,Sivakov Pavel,UAE Team Emirates - XRG,,00:11:23,03:18:53,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),105,98,+4:11:17,Rickaert Jonas,Alpecin - Deceuninck,,00:11:23,03:18:53,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),106,122,+5:02:54,Sepúlveda Eduardo,Lotto,,00:11:23,03:18:53,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),107,137,+5:23:21,Durbridge Luke,Team Jayco AlUla,,00:11:23,03:18:53,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),108,140,+5:28:50,Reinders Elmar,Team Jayco AlUla,,00:11:23,03:18:53,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),109,15,+1:17:30,Yates Simon,Team Visma | Lease a Bike,,00:11:23,03:18:53,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),110,136,+5:22:38,Capiot Amaury,Arkéa - B&B Hotels,,00:11:23,03:18:53,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),111,20,+1:36:15,Rodríguez Cristián,Arkéa - B&B Hotels,,00:11:23,03:18:53,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),112,57,+3:14:44,Leknessund Andreas,Uno-X Mobility,,00:11:23,03:18:53,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),113,42,+2:50:51,Storer Michael,Tudor Pro Cycling Team,,00:11:23,03:18:53,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),114,13,+1:04:36,Narváez Jhonatan,UAE Team Emirates - XRG,,00:11:23,03:18:53,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),115,29,+2:21:01,Soler Marc,UAE Team Emirates - XRG,,00:11:23,03:18:53,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),116,31,+2:21:56,Rubio Einer,Movistar Team,,00:11:23,03:18:53,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),117,40,+2:45:48,Buitrago Santiago,Bahrain - Victorious,,00:11:23,03:18:53,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),118,50,+3:03:12,Armirail Bruno,Decathlon AG2R La Mondiale Team,,00:11:23,03:18:53,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),119,111,+4:44:44,Penhoët Paul,Groupama - FDJ,,00:11:23,03:18:53,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),120,45,+2:56:00,Pacher Quentin,Groupama - FDJ,,00:11:23,03:18:53,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),121,157,+5:46:00,Lienhard Fabian,Tudor Pro Cycling Team,,00:11:23,03:18:53,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),122,131,+5:14:12,Dillier Silvan,Alpecin - Deceuninck,,00:11:23,03:18:53,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),123,143,+5:32:04,Braet Vito,Intermarché - Wanty,,00:11:23,03:18:53,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),124,141,+5:29:16,Rex Laurenz,Intermarché - Wanty,,00:11:23,03:18:53,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),125,59,+3:17:36,Simmons Quinn,Lidl - Trek,,00:11:34,03:19:04,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),126,92,+3:59:52,Lutsenko Alexey,Israel - Premier Tech,,00:11:34,03:19:04,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),127,14,+1:08:19,Higuita Sergio,XDS Astana Team,,00:11:34,03:19:04,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),128,26,+2:15:58,García Pierna Raúl,Arkéa - B&B Hotels,,00:11:44,03:19:14,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),129,156,+5:44:11,van Sintmaartensdijk Roel,Intermarché - Wanty,,00:12:34,03:20:04,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),130,148,+5:37:19,Merlier Tim,Soudal Quick-Step,,00:12:34,03:20:04,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),131,101,+4:14:00,Schmid Mauro,Team Jayco AlUla,,00:12:34,03:20:04,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),132,121,+5:02:34,Plapp Luke,Team Jayco AlUla,,00:12:34,03:20:04,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),133,27,+2:16:15,Vlasov Aleksandr,Red Bull - BORA - hansgrohe,,00:12:34,03:20:04,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),134,18,+1:28:17,Mühlberger Gregor,Movistar Team,,00:12:34,03:20:04,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),135,5,+17:12,Gall Felix,Decathlon AG2R La Mondiale Team,,00:12:34,03:20:04,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),136,30,+2:21:34,Buchmann Emanuel,Cofidis,,00:12:34,03:20:04,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),137,129,+5:11:17,Drizners Jarrad,Lotto,,00:12:34,03:20:04,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),138,33,+2:25:40,Scotson Callum,Decathlon AG2R La Mondiale Team,,00:12:34,03:20:04,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),139,63,+3:26:18,Burgaudeau Mathieu,Team TotalEnergies,,00:12:34,03:20:04,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),140,85,+3:53:27,Champoussin Clément,XDS Astana Team,,00:12:34,03:20:04,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),141,138,+5:24:23,Page Hugo,Intermarché - Wanty,,00:13:13,03:20:43,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),142,82,+3:51:34,Barré Louis,Intermarché - Wanty,,00:13:13,03:20:43,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),143,51,+3:06:35,Costiou Ewen,Arkéa - B&B Hotels,,00:13:13,03:20:43,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),144,35,+2:27:58,Sweeny Harry,EF Education - EasyPost,,00:13:13,03:20:43,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),145,72,+3:37:01,Valgren Michael,EF Education - EasyPost,,00:13:13,03:20:43,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),146,9,+28:02,Healy Ben,EF Education - EasyPost,,00:13:13,03:20:43,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),147,46,+2:56:15,Baudin Alex,EF Education - EasyPost,,00:13:13,03:20:43,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),148,106,+4:31:58,Turgis Anthony,Team TotalEnergies,,00:13:32,03:21:02,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),149,124,+5:06:33,Vercher Mattéo,Team TotalEnergies,,00:13:32,03:21:02,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),150,44,+2:54:34,Tejada Harold,XDS Astana Team,,00:13:37,03:21:07,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),151,107,+4:33:49,Romeo Iván,Movistar Team,,00:13:45,03:21:15,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),152,154,+5:41:16,Thomas Benjamin,Cofidis,,00:14:23,03:21:53,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),153,52,+3:06:59,Woods Michael,Israel - Premier Tech,,00:14:23,03:21:53,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),154,130,+5:11:51,Cort Magnus,Uno-X Mobility,,00:14:28,03:21:58,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),155,155,+5:43:51,Gradek Kamil,Bahrain - Victorious,,00:14:28,03:21:58,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),156,105,+4:30:56,Moscon Gianni,Red Bull - BORA - hansgrohe,,00:14:37,03:22:07,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),157,159,+5:51:25,Theuns Edward,Lidl - Trek,,00:15:17,03:22:47,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),158,160,+5:51:40,Consonni Simone,Lidl - Trek,,00:15:17,03:22:47,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),159,110,+4:42:51,Castrillo Pablo,Movistar Team,,00:15:17,03:22:47,TRUE
21,27.07.2025,Mantes-la-Ville,Paris (Champs-Élysées),160,116,+4:50:42,Nys Thibau,Lidl - Trek,,00:15:17,03:22:47,TRUE
