stage,stage_date,stage_start,stage_finish,stage_rank,gc_rank,gc_gap,rider_name,team_name,bonus_sec,gap_time,stage_time,did_finish
19,25.07.2025,Albertville,La Plagne,42,40,+2:44:24,Wellens Tim,UAE Team Emirates - XRG,,00:16:18,03:02:24,TRUE
19,25.07.2025,Albertville,La Plagne,43,39,+2:40:47,Pacher Quentin,Groupama - FDJ,,00:17:51,03:03:57,TRUE
19,25.07.2025,Albertville,La Plagne,44,81,+3:46:02,Johannessen Anders Halland,Uno-X Mobility,,00:18:40,03:04:46,TRUE
19,25.07.2025,Albertville,La Plagne,45,61,+3:14:44,Leknessund Andreas,Uno-X Mobility,,00:18:40,03:04:46,TRUE
19,25.07.2025,Albertville,La Plagne,46,93,+3:56:04,Rickaert Jonas,Alpecin - Deceuninck,,00:21:30,03:07:36,TRUE
19,25.07.2025,Albertville,La Plagne,47,58,+3:10:10,Laurance Axel,INEOS Grenadiers,,00:21:37,03:07:43,TRUE
19,25.07.2025,Albertville,La Plagne,48,20,+1:35:28,Jorgenson Matteo,Team Visma | Lease a Bike,,00:22:25,03:08:31,TRUE
19,25.07.2025,Albertville,La Plagne,49,75,+3:36:21,Abrahamsen Jonas,Uno-X Mobility,,00:22:25,03:08:31,TRUE
19,25.07.2025,Albertville,La Plagne,50,80,+3:44:45,Politt Nils,UAE Team Emirates - XRG,,00:22:25,03:08:31,TRUE
19,25.07.2025,Albertville,La Plagne,51,84,+3:47:39,Haller Marco,Tudor Pro Cycling Team,,00:22:25,03:08:31,TRUE
19,25.07.2025,Albertville,La Plagne,52,65,+3:25:40,Oliveira Nelson,Movistar Team,,00:22:25,03:08:31,TRUE
19,25.07.2025,Albertville,La Plagne,53,77,+3:39:28,Naesen Oliver,Decathlon AG2R La Mondiale Team,,00:22:25,03:08:31,TRUE
19,25.07.2025,Albertville,La Plagne,54,92,+3:55:48,Teuns Dylan,Cofidis,,00:22:25,03:08:31,TRUE
19,25.07.2025,Albertville,La Plagne,55,69,+3:33:12,Berckmoes Jenno,Lotto,,00:22:25,03:08:31,TRUE
19,25.07.2025,Albertville,La Plagne,56,23,+1:41:56,Barguil Warren,Team Picnic PostNL,,00:22:25,03:08:31,TRUE
19,25.07.2025,Albertville,La Plagne,57,63,+3:23:14,Gachignard Thomas,Team TotalEnergies,,00:22:25,03:08:31,TRUE
19,25.07.2025,Albertville,La Plagne,58,32,+2:21:34,Buchmann Emanuel,Cofidis,,00:22:25,03:08:31,TRUE
19,25.07.2025,Albertville,La Plagne,59,64,+3:25:28,Le Berre Mathis,Arkéa - B&B Hotels,,00:22:25,03:08:31,TRUE
19,25.07.2025,Albertville,La Plagne,60,44,+2:50:51,Storer Michael,Tudor Pro Cycling Team,,00:22:25,03:08:31,TRUE
19,25.07.2025,Albertville,La Plagne,61,82,+3:46:36,Tronchon Bastien,Decathlon AG2R La Mondiale Team,,00:22:25,03:08:31,TRUE
19,25.07.2025,Albertville,La Plagne,62,99,+4:04:54,Barta Will,Movistar Team,,00:22:25,03:08:31,TRUE
19,25.07.2025,Albertville,La Plagne,63,43,+2:50:02,Baudin Alex,EF Education - EasyPost,,00:22:25,03:08:31,TRUE
19,25.07.2025,Albertville,La Plagne,64,47,+2:52:39,Venturini Clément,Arkéa - B&B Hotels,,00:22:25,03:08:31,TRUE
19,25.07.2025,Albertville,La Plagne,65,96,+4:00:44,Vermeersch Gianni,Alpecin - Deceuninck,,00:22:25,03:08:31,TRUE
19,25.07.2025,Albertville,La Plagne,66,52,+2:59:44,Thomas Geraint,INEOS Grenadiers,,00:22:25,03:08:31,TRUE
19,25.07.2025,Albertville,La Plagne,67,116,+4:40:49,Plapp Luke,Team Jayco AlUla,,00:22:25,03:08:31,TRUE
19,25.07.2025,Albertville,La Plagne,68,34,+2:23:14,Van Wilder Ilan,Soudal Quick-Step,,00:23:02,03:09:08,TRUE
19,25.07.2025,Albertville,La Plagne,69,86,+3:48:37,Hirschi Marc,Tudor Pro Cycling Team,,00:23:02,03:09:08,TRUE
19,25.07.2025,Albertville,La Plagne,70,45,+2:51:35,Alaphilippe Julian,Tudor Pro Cycling Team,,00:23:05,03:09:11,TRUE
19,25.07.2025,Albertville,La Plagne,71,126,+4:51:08,Vercher Mattéo,Team TotalEnergies,,00:23:05,03:09:11,TRUE
19,25.07.2025,Albertville,La Plagne,72,22,+1:39:46,Madouas Valentin,Groupama - FDJ,,00:23:25,03:09:31,TRUE
19,25.07.2025,Albertville,La Plagne,73,68,+3:32:34,Sivakov Pavel,UAE Team Emirates - XRG,,00:23:25,03:09:31,TRUE
19,25.07.2025,Albertville,La Plagne,74,36,+2:31:58,Grégoire Romain,Groupama - FDJ,,00:23:25,03:09:31,TRUE
19,25.07.2025,Albertville,La Plagne,75,59,+3:12:28,Delettre Alexandre,Team TotalEnergies,,00:23:25,03:09:31,TRUE
19,25.07.2025,Albertville,La Plagne,76,48,+2:55:06,Benoot Tiesj,Team Visma | Lease a Bike,,00:23:25,03:09:31,TRUE
19,25.07.2025,Albertville,La Plagne,77,35,+2:30:35,Buitrago Santiago,Bahrain - Victorious,,00:23:25,03:09:31,TRUE
19,25.07.2025,Albertville,La Plagne,78,54,+3:04:33,Burgaudeau Mathieu,Team TotalEnergies,,00:23:25,03:09:31,TRUE
19,25.07.2025,Albertville,La Plagne,79,107,+4:18:45,Swift Connor,INEOS Grenadiers,,00:23:25,03:09:31,TRUE
19,25.07.2025,Albertville,La Plagne,80,56,+3:06:59,Woods Michael,Israel - Premier Tech,,00:23:25,03:09:31,TRUE
19,25.07.2025,Albertville,La Plagne,81,53,+3:02:32,Simmons Quinn,Lidl - Trek,,00:23:38,03:09:44,TRUE
19,25.07.2025,Albertville,La Plagne,82,90,+3:54:44,Pithie Laurence,Red Bull - BORA - hansgrohe,,00:23:38,03:09:44,TRUE
19,25.07.2025,Albertville,La Plagne,83,66,+3:26:11,Stuyven Jasper,Lidl - Trek,,00:23:44,03:09:50,TRUE
19,25.07.2025,Albertville,La Plagne,84,95,+4:00:43,Groves Kaden,Alpecin - Deceuninck,,00:23:44,03:09:50,TRUE
19,25.07.2025,Albertville,La Plagne,85,72,+3:35:02,Izagirre Ion,Cofidis,,00:24:22,03:10:28,TRUE
19,25.07.2025,Albertville,La Plagne,86,124,+4:49:22,Rutsch Jonas,Intermarché - Wanty,,00:25:48,03:11:54,TRUE
19,25.07.2025,Albertville,La Plagne,87,87,+3:49:28,Teunissen Mike,XDS Astana Team,,00:26:30,03:12:36,TRUE
19,25.07.2025,Albertville,La Plagne,88,97,+4:01:48,Touzé Damien,Cofidis,,00:27:24,03:13:30,TRUE
19,25.07.2025,Albertville,La Plagne,89,111,+4:29:31,Penhoët Paul,Groupama - FDJ,,00:27:24,03:13:30,TRUE
19,25.07.2025,Albertville,La Plagne,90,91,+3:55:31,Russo Clément,Groupama - FDJ,,00:27:45,03:13:51,TRUE
19,25.07.2025,Albertville,La Plagne,91,94,+3:58:25,Asgreen Kasper,EF Education - EasyPost,,00:27:47,03:13:53,TRUE
19,25.07.2025,Albertville,La Plagne,92,105,+4:17:34,Trentin Matteo,Tudor Pro Cycling Team,,00:28:38,03:14:44,TRUE
19,25.07.2025,Albertville,La Plagne,93,109,+4:26:35,Albanese Vincenzo,EF Education - EasyPost,,00:28:38,03:14:44,TRUE
19,25.07.2025,Albertville,La Plagne,94,83,+3:47:06,Van Moer Brent,Lotto,,00:28:38,03:14:44,TRUE
19,25.07.2025,Albertville,La Plagne,95,103,+4:14:00,Schmid Mauro,Team Jayco AlUla,,00:28:38,03:14:44,TRUE
19,25.07.2025,Albertville,La Plagne,96,55,+3:06:34,Eenkhoorn Pascal,Soudal Quick-Step,,00:28:38,03:14:44,TRUE
19,25.07.2025,Albertville,La Plagne,97,121,+4:46:50,van Dijke Mick,Red Bull - BORA - hansgrohe,,00:28:38,03:14:44,TRUE
19,25.07.2025,Albertville,La Plagne,98,127,+4:52:27,Dillier Silvan,Alpecin - Deceuninck,,00:28:38,03:14:44,TRUE
19,25.07.2025,Albertville,La Plagne,99,114,+4:37:53,García Cortina Iván,Movistar Team,,00:28:38,03:14:44,TRUE
19,25.07.2025,Albertville,La Plagne,100,71,+3:35:01,Schachmann Maximilian,Soudal Quick-Step,,00:28:38,03:14:44,TRUE
19,25.07.2025,Albertville,La Plagne,101,101,+4:07:39,Wright Fred,Bahrain - Victorious,,00:28:38,03:14:44,TRUE
19,25.07.2025,Albertville,La Plagne,102,129,+4:55:59,Bittner Pavel,Team Picnic PostNL,,00:28:38,03:14:44,TRUE
19,25.07.2025,Albertville,La Plagne,103,108,+4:24:38,Märkl Niklas,Team Picnic PostNL,,00:28:38,03:14:44,TRUE
19,25.07.2025,Albertville,La Plagne,104,122,+4:48:12,Ackermann Pascal,Israel - Premier Tech,,00:28:38,03:14:44,TRUE
19,25.07.2025,Albertville,La Plagne,105,74,+3:36:02,Champoussin Clément,XDS Astana Team,,00:28:38,03:14:44,TRUE
19,25.07.2025,Albertville,La Plagne,106,88,+3:51:34,Barré Louis,Intermarché - Wanty,,00:28:38,03:14:44,TRUE
19,25.07.2025,Albertville,La Plagne,107,106,+4:18:20,Romeo Iván,Movistar Team,,00:28:38,03:14:44,TRUE
19,25.07.2025,Albertville,La Plagne,108,110,+4:27:22,Castrillo Pablo,Movistar Team,,00:28:38,03:14:44,TRUE
19,25.07.2025,Albertville,La Plagne,109,130,+4:56:28,Flynn Sean,Team Picnic PostNL,,00:28:38,03:14:44,TRUE
19,25.07.2025,Albertville,La Plagne,110,125,+4:50:14,Watson Samuel,INEOS Grenadiers,,00:28:38,03:14:44,TRUE
19,25.07.2025,Albertville,La Plagne,111,100,+4:06:51,Andresen Tobias Lund,Team Picnic PostNL,,00:28:38,03:14:44,TRUE
19,25.07.2025,Albertville,La Plagne,112,102,+4:13:01,Louvel Matis,Israel - Premier Tech,,00:29:19,03:15:25,TRUE
19,25.07.2025,Albertville,La Plagne,113,112,+4:31:58,Turgis Anthony,Team TotalEnergies,,00:29:19,03:15:25,TRUE
19,25.07.2025,Albertville,La Plagne,114,153,+5:19:31,Thomas Benjamin,Cofidis,,00:29:23,03:15:29,TRUE
19,25.07.2025,Albertville,La Plagne,115,119,+4:41:45,Stannard Robert,Bahrain - Victorious,,00:29:24,03:15:30,TRUE
19,25.07.2025,Albertville,La Plagne,116,133,+5:00:53,Capiot Amaury,Arkéa - B&B Hotels,,00:29:24,03:15:30,TRUE
19,25.07.2025,Albertville,La Plagne,117,89,+3:53:18,Mayrhofer Marius,Tudor Pro Cycling Team,,00:29:32,03:15:38,TRUE
19,25.07.2025,Albertville,La Plagne,118,145,+5:13:50,Milan Jonathan,Lidl - Trek,,00:29:32,03:15:38,TRUE
19,25.07.2025,Albertville,La Plagne,119,115,+4:39:40,Affini Edoardo,Team Visma | Lease a Bike,,00:29:32,03:15:38,TRUE
19,25.07.2025,Albertville,La Plagne,120,85,+3:48:12,Neilands Krists,Israel - Premier Tech,,00:29:32,03:15:38,TRUE
19,25.07.2025,Albertville,La Plagne,121,152,+5:18:50,Démare Arnaud,Arkéa - B&B Hotels,,00:29:32,03:15:38,TRUE
19,25.07.2025,Albertville,La Plagne,122,157,+5:22:31,Fedorov Yevgeniy,XDS Astana Team,,00:29:32,03:15:38,TRUE
19,25.07.2025,Albertville,La Plagne,123,76,+3:38:07,Lutsenko Alexey,Israel - Premier Tech,,00:29:32,03:15:38,TRUE
19,25.07.2025,Albertville,La Plagne,124,50,+2:59:04,Blackmore Joseph,Israel - Premier Tech,,00:29:32,03:15:38,TRUE
19,25.07.2025,Albertville,La Plagne,125,70,+3:34:06,van Aert Wout,Team Visma | Lease a Bike,,00:29:32,03:15:38,TRUE
19,25.07.2025,Albertville,La Plagne,126,138,+5:07:31,Rex Laurenz,Intermarché - Wanty,,00:29:32,03:15:38,TRUE
19,25.07.2025,Albertville,La Plagne,127,67,+3:26:29,Hoelgaard Markus,Uno-X Mobility,,00:29:32,03:15:38,TRUE
19,25.07.2025,Albertville,La Plagne,128,141,+5:10:19,Braet Vito,Intermarché - Wanty,,00:29:32,03:15:38,TRUE
19,25.07.2025,Albertville,La Plagne,129,79,+3:43:16,Aranburu Alex,Cofidis,,00:29:32,03:15:38,TRUE
19,25.07.2025,Albertville,La Plagne,130,150,+5:17:44,Bauhaus Phil,Bahrain - Victorious,,00:29:32,03:15:38,TRUE
19,25.07.2025,Albertville,La Plagne,131,118,+4:41:18,Dainese Alberto,Tudor Pro Cycling Team,,00:29:32,03:15:38,TRUE
19,25.07.2025,Albertville,La Plagne,132,151,+5:18:23,Mezgec Luka,Team Jayco AlUla,,00:29:32,03:15:38,TRUE
19,25.07.2025,Albertville,La Plagne,133,134,+5:01:36,Durbridge Luke,Team Jayco AlUla,,00:29:32,03:15:38,TRUE
19,25.07.2025,Albertville,La Plagne,134,156,+5:22:26,van Sintmaartensdijk Roel,Intermarché - Wanty,,00:29:32,03:15:38,TRUE
19,25.07.2025,Albertville,La Plagne,135,135,+5:04:27,Askey Lewis,Groupama - FDJ,,00:29:32,03:15:38,TRUE
19,25.07.2025,Albertville,La Plagne,136,117,+4:41:09,Sepúlveda Eduardo,Lotto,,00:29:32,03:15:38,TRUE
19,25.07.2025,Albertville,La Plagne,137,142,+5:11:28,Fredheim Stian,Uno-X Mobility,,00:29:32,03:15:38,TRUE
19,25.07.2025,Albertville,La Plagne,138,113,+4:35:13,Nys Thibau,Lidl - Trek,,00:29:32,03:15:38,TRUE
19,25.07.2025,Albertville,La Plagne,139,154,+5:20:28,Ballerini Davide,XDS Astana Team,,00:29:43,03:15:49,TRUE
19,25.07.2025,Albertville,La Plagne,140,143,+5:12:03,Grignard Sébastien,Lotto,,00:29:43,03:15:49,TRUE
19,25.07.2025,Albertville,La Plagne,141,146,+5:15:02,Van Lerberghe Bert,Soudal Quick-Step,,00:29:47,03:15:53,TRUE
19,25.07.2025,Albertville,La Plagne,142,104,+4:15:43,Moscon Gianni,Red Bull - BORA - hansgrohe,,00:29:47,03:15:53,TRUE
19,25.07.2025,Albertville,La Plagne,143,148,+5:15:59,Boivin Guillaume,Israel - Premier Tech,,00:29:49,03:15:55,TRUE
19,25.07.2025,Albertville,La Plagne,144,120,+4:42:37,Stewart Jake,Israel - Premier Tech,,00:29:49,03:15:55,TRUE
19,25.07.2025,Albertville,La Plagne,145,158,+5:24:15,Lienhard Fabian,Tudor Pro Cycling Team,,00:29:49,03:15:55,TRUE
19,25.07.2025,Albertville,La Plagne,146,136,+5:05:04,Drizners Jarrad,Lotto,,00:29:49,03:15:55,TRUE
19,25.07.2025,Albertville,La Plagne,147,144,+5:13:11,Renard Alexis,Cofidis,,00:29:52,03:15:58,TRUE
19,25.07.2025,Albertville,La Plagne,148,131,+4:56:28,Cort Magnus,Uno-X Mobility,,00:29:52,03:15:58,TRUE
19,25.07.2025,Albertville,La Plagne,149,128,+4:53:50,Naberman Tim,Team Picnic PostNL,,00:29:55,03:16:01,TRUE
19,25.07.2025,Albertville,La Plagne,150,98,+4:04:16,Skujiņš Toms,Lidl - Trek,,00:29:58,03:16:04,TRUE
19,25.07.2025,Albertville,La Plagne,151,147,+5:15:34,Merlier Tim,Soudal Quick-Step,,00:29:58,03:16:04,TRUE
19,25.07.2025,Albertville,La Plagne,152,132,+4:59:32,Girmay Biniam,Intermarché - Wanty,,00:30:14,03:16:20,TRUE
19,25.07.2025,Albertville,La Plagne,153,140,+5:09:10,Page Hugo,Intermarché - Wanty,,00:30:14,03:16:20,TRUE
19,25.07.2025,Albertville,La Plagne,154,155,+5:22:06,Gradek Kamil,Bahrain - Victorious,,00:30:14,03:16:20,TRUE
19,25.07.2025,Albertville,La Plagne,155,137,+5:07:05,Reinders Elmar,Team Jayco AlUla,,00:30:16,03:16:22,TRUE
19,25.07.2025,Albertville,La Plagne,156,149,+5:16:39,Groenewegen Dylan,Team Jayco AlUla,,00:30:16,03:16:22,TRUE
19,25.07.2025,Albertville,La Plagne,157,139,+5:07:50,De Lie Arnaud,Lotto,,00:30:29,03:16:35,TRUE
19,25.07.2025,Albertville,La Plagne,158,123,+4:48:32,Mohorič Matej,Bahrain - Victorious,,00:30:41,03:16:47,TRUE
19,25.07.2025,Albertville,La Plagne,159,160,+5:29:55,Consonni Simone,Lidl - Trek,,00:31:10,03:17:16,TRUE
19,25.07.2025,Albertville,La Plagne,160,161,+5:31:00,Meeus Jordi,Red Bull - BORA - hansgrohe,,00:31:10,03:17:16,TRUE
19,25.07.2025,Albertville,La Plagne,161,159,+5:29:40,Theuns Edward,Lidl - Trek,,00:32:02,03:18:08,TRUE
