stage,stage_date,stage_start,stage_finish,stage_rank,gc_rank,gc_gap,rider_name,team_name,bonus_sec,gap_time,stage_time,did_finish
14,19.07.2025,Pau,Luchon-Superbagnères,14,22,+55:04,Yates Adam,UAE Team Emirates - XRG,,00:04:36,04:58:11,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,15,42,+1:35:14,Rubio Einer ,Movistar Team,,00:04:43,04:58:18,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,16,12,+30:15,O'Connor Ben ,Team Jayco AlUla,,00:05:23,04:58:58,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,17,14,+31:55,Narváez Jhonatan,UAE Team Emirates - XRG,,00:05:29,04:59:04,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,18,18,+45:49,Yates Simon,Team Visma | Lease a Bike,,00:06:20,04:59:55,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,19,27,+1:10:46,Scotson Callum,Decathlon AG2R La Mondiale Team,,00:07:38,05:01:13,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,20,21,+51:55,Higuita Sergio,XDS Astana Team,,00:07:41,05:01:16,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,21,26,+1:10:19,Mühlberger Gregor,Movistar Team,,00:07:41,05:01:16,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,22,17,+43:30,Kuss Sepp ,Team Visma | Lease a Bike,,00:08:14,05:01:49,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,23,13,+31:34,Martin Guillaume,Groupama - FDJ,,00:08:44,05:02:19,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,24,24,+1:04:32,Barguil Warren,Team Picnic PostNL,,00:09:49,05:03:24,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,25,48,+1:45:58,Paret-Peintre Valentin ,Soudal Quick-Step,,00:10:19,05:03:54,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,26,35,+1:28:56,García Pierna Raúl,Arkéa - B&B Hotels,,00:11:07,05:04:42,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,27,25,+1:08:21,Paret-Peintre Aurélien,Decathlon AG2R La Mondiale Team,,00:13:21,05:06:56,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,28,46,+1:41:30,Soler Marc,UAE Team Emirates - XRG,,00:14:03,05:07:38,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,29,33,+1:25:23,Van Wilder Ilan,Soudal Quick-Step,,00:14:35,05:08:10,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,30,19,+47:29,Rodríguez Cristián,Arkéa - B&B Hotels,,00:15:02,05:08:37,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,31,23,+59:47,Madouas Valentin,Groupama - FDJ,,00:15:13,05:08:48,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,32,84,+2:18:30,Barré Louis,Intermarché - Wanty,,00:15:27,05:09:02,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,33,38,+1:31:59,Campenaerts Victor,Team Visma | Lease a Bike,,00:18:00,05:11:35,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,34,15,+32:09,Jorgenson Matteo,Team Visma | Lease a Bike,,00:18:56,05:12:31,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,35,72,+2:10:32,Martinez Lenny ,Bahrain - Victorious,,00:18:56,05:12:31,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,36,28,+1:11:22,Grégoire Romain,Groupama - FDJ,,00:20:21,05:13:56,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,37,30,+1:16:35,Meurisse Xandro,Alpecin - Deceuninck,,00:20:21,05:13:56,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,38,31,+1:18:37,Vlasov Aleksandr,Red Bull - BORA - hansgrohe,,00:20:21,05:13:56,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,39,88,+2:21:07,Sivakov Pavel,UAE Team Emirates - XRG,,00:21:58,05:15:33,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,40,47,+1:44:14,Thomas Geraint,INEOS Grenadiers,,00:21:58,05:15:33,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,41,64,+1:58:19,Verstrynge Emiel,Alpecin - Deceuninck,,00:22:49,05:16:24,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,42,36,+1:29:25,Sweeny Harry,EF Education - EasyPost,,00:23:55,05:17:30,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,43,34,+1:28:24,Baudin Alex,EF Education - EasyPost,,00:23:55,05:17:30,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,44,59,+1:55:22,Storer Michael,Tudor Pro Cycling Team,,00:25:05,05:18:40,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,45,63,+1:57:22,Woods Michael,Israel - Premier Tech,,00:26:07,05:19:42,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,46,89,+2:24:10,Politt Nils,UAE Team Emirates - XRG,,00:26:42,05:20:17,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,47,37,+1:29:45,Blackmore Joseph,Israel - Premier Tech,,00:27:27,05:21:02,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,48,73,+2:10:42,Foss Tobias,INEOS Grenadiers,,00:27:28,05:21:03,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,49,55,+1:52:21,Oliveira Nelson,Movistar Team,,00:27:37,05:21:12,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,50,58,+1:55:21,Alaphilippe Julian,Tudor Pro Cycling Team,,00:27:37,05:21:12,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,51,66,+2:00:29,Costiou Ewen,Arkéa - B&B Hotels,,00:27:37,05:21:12,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,52,20,+51:11,Mas Enric,Movistar Team,,00:27:37,05:21:12,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,53,79,+2:16:29,Leknessund Andreas,Uno-X Mobility,,00:27:49,05:21:24,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,54,52,+1:50:04,van den Broek Frank,Team Picnic PostNL,,00:28:10,05:21:45,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,55,54,+1:51:27,Gachignard Thomas,Team TotalEnergies,,00:31:34,05:25:09,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,56,41,+1:33:27,Pacher Quentin,Groupama - FDJ,,00:31:34,05:25:09,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,57,40,+1:32:44,Velasco Simone,XDS Astana Team,,00:31:34,05:25:09,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,58,43,+1:36:36,Venturini Clément,Arkéa - B&B Hotels,,00:31:34,05:25:09,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,59,108,+2:41:32,Russo Clément,Groupama - FDJ,,00:32:29,05:26:04,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,60,75,+2:11:59,Champoussin Clément,XDS Astana Team,,00:33:52,05:27:27,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,61,76,+2:13:34,Lutsenko Alexey,Israel - Premier Tech,,00:33:52,05:27:27,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,62,50,+1:46:47,Eenkhoorn Pascal,Soudal Quick-Step,,00:33:52,05:27:27,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,63,107,+2:40:11,Rickaert Jonas,Alpecin - Deceuninck,,00:34:15,05:27:50,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,64,49,+1:46:45,Simmons Quinn,Lidl - Trek,,00:34:15,05:27:50,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,65,53,+1:50:58,Wellens Tim,UAE Team Emirates - XRG,,00:34:21,05:27:56,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,66,166,+3:31:54,Vercher Mattéo,Team TotalEnergies,,00:34:26,05:28:01,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,67,32,+1:21:48,Berthet Clément,Decathlon AG2R La Mondiale Team,,00:34:38,05:28:13,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,68,77,+2:14:04,Naesen Oliver,Decathlon AG2R La Mondiale Team,,00:35:28,05:29:03,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,69,91,+2:24:33,Teuns Dylan,Cofidis,,00:35:28,05:29:03,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,70,60,+1:56:33,Laurance Axel,INEOS Grenadiers,,00:35:44,05:29:19,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,71,90,+2:24:29,Abrahamsen Jonas,Uno-X Mobility,,00:35:44,05:29:19,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,72,120,+2:58:05,Penhoët Paul,Groupama - FDJ,,00:35:44,05:29:19,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,73,74,+2:11:30,Le Berre Mathis,Arkéa - B&B Hotels,,00:35:44,05:29:19,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,74,114,+2:47:06,Vermeersch Gianni,Alpecin - Deceuninck,,00:35:44,05:29:19,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,75,51,+1:49:48,Hoelgaard Markus,Uno-X Mobility,,00:35:44,05:29:19,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,76,82,+2:17:55,Barthe Cyril,Groupama - FDJ,,00:35:44,05:29:19,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,77,95,+2:26:38,Pithie Laurence,Red Bull - BORA - hansgrohe,,00:35:44,05:29:19,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,78,61,+1:56:34,Berckmoes Jenno,Lotto,,00:35:44,05:29:19,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,79,80,+2:16:37,Mayrhofer Marius,Tudor Pro Cycling Team,,00:35:44,05:29:19,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,80,45,+1:39:39,van der Poel Mathieu,Alpecin - Deceuninck,,00:35:44,05:29:19,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,81,135,+3:12:22,Dillier Silvan,Alpecin - Deceuninck,,00:35:44,05:29:19,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,82,57,+1:53:01,Delettre Alexandre,Team TotalEnergies,,00:35:44,05:29:19,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,83,71,+2:08:48,Tronchon Bastien,Decathlon AG2R La Mondiale Team,,00:35:44,05:29:19,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,84,119,+2:58:00,Watson Samuel,INEOS Grenadiers,,00:35:44,05:29:19,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,85,56,+1:52:31,Powless Neilson,EF Education - EasyPost,,00:35:44,05:29:19,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,86,87,+2:20:38,Van Moer Brent,Lotto,,00:35:44,05:29:19,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,87,118,+2:51:52,Märkl Niklas,Team Picnic PostNL,,00:35:44,05:29:19,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,88,29,+1:11:52,Buchmann Emanuel,Cofidis,,00:35:44,05:29:19,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,89,112,+2:44:50,Turgis Anthony,Team TotalEnergies,,00:36:03,05:29:38,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,90,62,+1:56:36,Armirail Bruno,Decathlon AG2R La Mondiale Team,,00:36:07,05:29:42,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,91,86,+2:20:00,Neilands Krists,Israel - Premier Tech,,00:36:18,05:29:53,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,92,128,+3:04:07,Stewart Jake,Israel - Premier Tech,,00:36:36,05:30:11,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,93,105,+2:34:23,Touzé Damien,Cofidis,,00:36:40,05:30:15,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,94,132,+3:10:30,Capiot Amaury,Arkéa - B&B Hotels,,00:37:25,05:31:00,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,95,111,+2:44:48,Swift Connor,INEOS Grenadiers,,00:37:25,05:31:00,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,96,83,+2:18:21,Izagirre Ion,Cofidis,,00:37:25,05:31:00,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,97,93,+2:26:33,Asgreen Kasper,EF Education - EasyPost,,00:37:34,05:31:09,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,98,68,+2:05:36,Schachmann Maximilian,Soudal Quick-Step,,00:37:34,05:31:09,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,99,121,+2:58:51,Ackermann Pascal,Israel - Premier Tech,,00:37:34,05:31:09,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,100,155,+3:21:06,Boivin Guillaume,Israel - Premier Tech,,00:37:34,05:31:09,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,101,133,+3:10:40,Bittner Pavel,Team Picnic PostNL,,00:37:34,05:31:09,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,102,129,+3:04:55,Affini Edoardo,Team Visma | Lease a Bike,,00:37:34,05:31:09,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,103,67,+2:04:13,Buitrago Santiago,Bahrain - Victorious,,00:37:34,05:31:09,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,104,99,+2:28:55,Trentin Matteo,Tudor Pro Cycling Team,,00:37:34,05:31:09,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,105,69,+2:05:55,Stuyven Jasper,Lidl - Trek,,00:37:34,05:31:09,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,106,70,+2:06:29,van Aert Wout,Team Visma | Lease a Bike,,00:37:34,05:31:09,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,107,44,+1:37:39,Benoot Tiesj,Team Visma | Lease a Bike,,00:37:34,05:31:09,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,108,143,+3:17:06,van Dijke Mick,Red Bull - BORA - hansgrohe,,00:37:34,05:31:09,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,109,81,+2:17:05,Hirschi Marc,Tudor Pro Cycling Team,,00:37:34,05:31:09,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,110,65,+1:59:32,Burgaudeau Mathieu,Team TotalEnergies,,00:37:34,05:31:09,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,111,125,+3:03:27,Flynn Sean,Team Picnic PostNL,,00:37:34,05:31:09,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,112,97,+2:28:05,Haller Marco,Tudor Pro Cycling Team,,00:37:34,05:31:09,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,113,141,+3:15:47,Naberman Tim,Team Picnic PostNL,,00:37:34,05:31:09,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,114,78,+2:14:33,Aranburu Alex,Cofidis,,00:37:34,05:31:09,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,115,85,+2:19:50,Valgren Michael,EF Education - EasyPost,,00:37:34,05:31:09,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,116,140,+3:15:36,Durbridge Luke,Team Jayco AlUla,,00:37:34,05:31:09,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,117,103,+2:33:13,Andresen Tobias Lund,Team Picnic PostNL,,00:37:34,05:31:09,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,118,94,+2:26:35,Barta Will,Movistar Team,,00:37:34,05:31:09,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,119,92,+2:25:37,Johannessen Anders Halland,Uno-X Mobility,,00:37:34,05:31:09,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,120,115,+2:48:58,Albanese Vincenzo,EF Education - EasyPost,,00:37:34,05:31:09,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,121,113,+2:45:28,García Cortina Iván,Movistar Team,,00:37:49,05:31:24,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,122,152,+3:20:33,Drizners Jarrad,Lotto,,00:38:01,05:31:36,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,123,104,+2:33:30,Groves Kaden,Alpecin - Deceuninck,,00:38:01,05:31:36,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,124,106,+2:39:11,Wright Fred,Bahrain - Victorious,,00:38:01,05:31:36,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,125,136,+3:12:50,Askey Lewis,Groupama - FDJ,,00:38:01,05:31:36,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,126,154,+3:20:53,Démare Arnaud,Arkéa - B&B Hotels,,00:38:23,05:31:58,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,127,110,+2:43:56,Louvel Matis,Israel - Premier Tech,,00:38:23,05:31:58,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,128,117,+2:49:45,Stannard Robert,Bahrain - Victorious,,00:38:57,05:32:32,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,129,146,+3:17:41,Van Eetvelt Lennert,Lotto,,00:39:05,05:32:40,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,130,109,+2:42:07,Romeo Iván,Movistar Team,,00:39:15,05:32:50,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,131,100,+2:30:03,Castrillo Pablo,Movistar Team,,00:39:15,05:32:50,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,132,139,+3:14:56,Page Hugo,Intermarché - Wanty,,00:39:31,05:33:06,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,133,160,+3:27:03,Gradek Kamil,Bahrain - Victorious,,00:39:33,05:33:08,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,134,123,+3:00:40,Mohorič Matej,Bahrain - Victorious,,00:39:33,05:33:08,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,135,144,+3:17:07,Fredheim Stian,Uno-X Mobility,,00:40:36,05:34:11,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,136,142,+3:17:00,Braet Vito,Intermarché - Wanty,,00:40:36,05:34:11,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,137,124,+3:02:56,van Poppel Danny,Red Bull - BORA - hansgrohe,,00:40:42,05:34:17,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,138,134,+3:12:16,Reinders Elmar,Team Jayco AlUla,,00:40:42,05:34:17,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,139,101,+2:30:12,Teunissen Mike,XDS Astana Team,,00:40:42,05:34:17,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,140,138,+3:14:28,Rex Laurenz,Intermarché - Wanty,,00:40:42,05:34:17,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,141,131,+3:09:51,Rutsch Jonas,Intermarché - Wanty,,00:40:42,05:34:17,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,142,96,+2:27:43,Moscon Gianni,Red Bull - BORA - hansgrohe,,00:40:42,05:34:17,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,143,164,+3:31:10,van Sintmaartensdijk Roel,Intermarché - Wanty,,00:40:42,05:34:17,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,144,130,+3:08:06,Girmay Biniam,Intermarché - Wanty,,00:40:42,05:34:17,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,145,163,+3:31:07,Lienhard Fabian,Tudor Pro Cycling Team,,00:40:55,05:34:30,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,146,116,+2:49:25,Sepúlveda Eduardo,Lotto,,00:41:01,05:34:36,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,147,159,+3:25:43,Grignard Sébastien,Lotto,,00:41:01,05:34:36,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,148,147,+3:17:58,Renard Alexis,Cofidis,,00:41:09,05:34:44,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,149,156,+3:22:56,Mezgec Luka,Team Jayco AlUla,,00:41:15,05:34:50,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,150,127,+3:03:32,Plapp Luke,Team Jayco AlUla,,00:41:15,05:34:50,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,151,102,+2:30:21,Skujiņš Toms,Lidl - Trek,,00:41:22,05:34:57,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,152,167,+3:33:34,Meeus Jordi,Red Bull - BORA - hansgrohe,,00:41:22,05:34:57,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,153,157,+3:23:01,Bauhaus Phil,Bahrain - Victorious,,00:41:32,05:35:07,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,154,145,+3:17:35,Cort Magnus,Uno-X Mobility,,00:41:32,05:35:07,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,155,122,+3:00:11,Nys Thibau,Lidl - Trek,,00:41:36,05:35:11,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,156,149,+3:19:20,Milan Jonathan,Lidl - Trek,,00:41:36,05:35:11,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,157,161,+3:29:12,Fedorov Yevgeniy,XDS Astana Team,,00:41:36,05:35:11,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,158,126,+3:03:29,Dainese Alberto,Tudor Pro Cycling Team,,00:41:36,05:35:11,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,159,150,+3:20:14,Van Lerberghe Bert,Soudal Quick-Step,,00:41:52,05:35:27,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,160,137,+3:13:42,De Lie Arnaud,Lotto,,00:41:52,05:35:27,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,161,151,+3:20:32,Merlier Tim,Soudal Quick-Step,,00:41:52,05:35:27,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,162,153,+3:20:46,Thomas Benjamin,Cofidis,,00:42:01,05:35:36,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,163,162,+3:30:54,Consonni Simone,Lidl - Trek,,00:42:32,05:36:07,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,164,158,+3:24:44,Ballerini Davide,XDS Astana Team,,00:42:42,05:36:17,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,165,165,+3:31:36,Theuns Edward,Lidl - Trek,,00:42:42,05:36:17,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,166,148,+3:18:31,Groenewegen Dylan,Team Jayco AlUla,,00:43:13,05:36:48,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,167,98,+2:28:47,Schmid Mauro,Team Jayco AlUla,,00:43:13,05:36:48,TRUE
14,19.07.2025,Pau,Luchon-Superbagnères,DNF,,,Cras Steff,Team TotalEnergies,,,,FALSE
14,19.07.2025,Pau,Luchon-Superbagnères,DNF,,,Skjelmose Mattias,Lidl - Trek,,,,FALSE
14,19.07.2025,Pau,Luchon-Superbagnères,DNF,,,Evenepoel Remco,Soudal Quick-Step,,,,FALSE
14,19.07.2025,Pau,Luchon-Superbagnères,DNS,,,Coquard Bryan,Cofidis,,,,FALSE
